f_Hz,Z_cat_Ohm,Z_dog_Ohm,BP_cat,BP_dog
3563.82,20.629104,20.629115,0.000482,0.001114
3565.46,20.640178,20.640189,0.000482,0.001113
3567.09,20.651251,20.651262,0.000482,0.001113
3568.72,20.662324,20.662334,0.000481,0.001112
3570.36,20.673395,20.673406,0.000481,0.001112
3571.99,20.684466,20.684477,0.000481,0.001111
3573.62,20.695537,20.695547,0.00048,0.00111
3575.26,20.706606,20.706616,0.00048,0.00111
3576.89,20.717675,20.717685,0.00048,0.001109
3578.53,20.728743,20.728753,0.00048,0.001109
3580.16,20.73981,20.73982,0.000479,0.001108
3581.79,20.750876,20.750887,0.000479,0.001108
3583.43,20.761942,20.761953,0.000479,0.001107
3585.06,20.773007,20.773018,0.000479,0.001106
3586.7,20.784072,20.784082,0.000478,0.001106
3588.33,20.795135,20.795146,0.000478,0.001105
3589.96,20.806198,20.806208,0.000478,0.001105
3591.6,20.81726,20.817271,0.000478,0.001104
3593.23,20.828322,20.828332,0.000477,0.001103
3594.86,20.839382,20.839393,0.000477,0.001103
3596.5,20.850442,20.850453,0.000477,0.001102
3598.13,20.861502,20.861512,0.000477,0.001102
3599.77,20.87256,20.872571,0.000476,0.001101
3601.4,20.883618,20.883628,0.000476,0.0011
3603.03,20.894675,20.894685,0.000476,0.0011
3604.67,20.905732,20.905742,0.000476,0.001099
3606.3,20.916787,20.916797,0.000475,0.001099
3607.94,20.927842,20.927852,0.000475,0.001098
3609.57,20.938896,20.938907,0.000475,0.001098
3611.2,20.94995,20.94996,0.000475,0.001097
3612.84,20.961003,20.961013,0.000474,0.001096
3614.47,20.972055,20.972065,0.000474,0.001096
3616.11,20.983106,20.983117,0.000474,0.001095
3617.74,20.994157,20.994167,0.000474,0.001095
3619.37,21.005207,21.005217,0.000473,0.001094
3621.01,21.016256,21.016266,0.000473,0.001094
3622.64,21.027305,21.027315,0.000473,0.001093
3624.27,21.038353,21.038363,0.000473,0.001092
3625.91,21.0494,21.04941,0.000472,0.001092
3627.54,21.060446,21.060456,0.000472,0.001091
3629.18,21.071492,21.071502,0.000472,0.001091
3630.81,21.082537,21.082547,0.000472,0.00109
3632.44,21.093581,21.093592,0.000471,0.00109
3634.08,21.104625,21.104635,0.000471,0.001089
3635.71,21.115668,21.115678,0.000471,0.001088
3637.35,21.12671,21.12672,0.000471,0.001088
3638.98,21.137752,21.137762,0.00047,0.001087
3640.61,21.148793,21.148803,0.00047,0.001087
3642.25,21.159833,21.159843,0.00047,0.001086
3643.88,21.170872,21.170882,0.00047,0.001086
3645.52,21.181911,21.181921,0.000469,0.001085
3647.15,21.192949,21.192959,0.000469,0.001084
3648.78,21.203987,21.203997,0.000469,0.001084
3650.42,21.215023,21.215033,0.000469,0.001083
3652.05,21.226059,21.226069,0.000468,0.001083
3653.68,21.237095,21.237105,0.000468,0.001082
3655.32,21.248129,21.248139,0.000468,0.001082
3656.95,21.259163,21.259173,0.000468,0.001081
3658.59,21.270196,21.270206,0.000468,0.00108
3660.22,21.281229,21.281239,0.000467,0.00108
3661.85,21.292261,21.292271,0.000467,0.001079
3663.49,21.303292,21.303302,0.000467,0.001079
3665.12,21.314323,21.314333,0.000467,0.001078
3666.76,21.325352,21.325363,0.000466,0.001078
3668.39,21.336382,21.336392,0.000466,0.001077
3670.02,21.34741,21.34742,0.000466,0.001077
3671.66,21.358438,21.358448,0.000466,0.001076
3673.29,21.369465,21.369475,0.000465,0.001075
3674.92,21.380491,21.380502,0.000465,0.001075
3676.56,21.391517,21.391527,0.000465,0.001074
3678.19,21.402542,21.402552,0.000465,0.001074
3679.83,21.413567,21.413577,0.000464,0.001073
3681.46,21.424591,21.424601,0.000464,0.001073
3683.09,21.435614,21.435624,0.000464,0.001072
3684.73,21.446636,21.446646,0.000464,0.001072
3686.36,21.457658,21.457668,0.000463,0.001071
3688.0,21.468679,21.468689,0.000463,0.00107
3689.63,21.479699,21.479709,0.000463,0.00107
3691.26,21.490719,21.490729,0.000463,0.001069
3692.9,21.501738,21.501748,0.000462,0.001069
3694.53,21.512756,21.512766,0.000462,0.001068
3696.17,21.523774,21.523784,0.000462,0.001068
3697.8,21.534791,21.534801,0.000462,0.001067
3699.43,21.545808,21.545818,0.000462,0.001067
3701.07,21.556823,21.556833,0.000461,0.001066
3702.7,21.567838,21.567848,0.000461,0.001066
3704.33,21.578853,21.578863,0.000461,0.001065
3705.97,21.589867,21.589877,0.000461,0.001064
3707.6,21.60088,21.60089,0.00046,0.001064
3709.24,21.611892,21.611902,0.00046,0.001063
3710.87,21.622904,21.622914,0.00046,0.001063
3712.5,21.633915,21.633925,0.00046,0.001062
3714.14,21.644926,21.644935,0.000459,0.001062
3715.77,21.655935,21.655945,0.000459,0.001061
3717.41,21.666945,21.666954,0.000459,0.001061
3719.04,21.677953,21.677963,0.000459,0.00106
3720.67,21.688961,21.688971,0.000458,0.00106
3722.31,21.699968,21.699978,0.000458,0.001059
3723.94,21.710975,21.710985,0.000458,0.001059
3725.58,21.721981,21.72199,0.000458,0.001058
3727.21,21.732986,21.732996,0.000458,0.001057
3728.84,21.74399,21.744,0.000457,0.001057
3730.48,21.754994,21.755004,0.000457,0.001056
3732.11,21.765998,21.766008,0.000457,0.001056
3733.74,21.777,21.77701,0.000457,0.001055
3735.38,21.788002,21.788012,0.000456,0.001055
3737.01,21.799004,21.799014,0.000456,0.001054
3738.65,21.810005,21.810014,0.000456,0.001054
3740.28,21.821005,21.821015,0.000456,0.001053
3741.91,21.832004,21.832014,0.000455,0.001053
3743.55,21.843003,21.843013,0.000455,0.001052
3745.18,21.854001,21.854011,0.000455,0.001052
3746.82,21.864999,21.865008,0.000455,0.001051
3748.45,21.875996,21.876005,0.000455,0.001051
3750.08,21.886992,21.887002,0.000454,0.00105
3751.72,21.897987,21.897997,0.000454,0.00105
3753.35,21.908982,21.908992,0.000454,0.001049
3754.98,21.919977,21.919987,0.000454,0.001048
3756.62,21.930971,21.93098,0.000453,0.001048
3758.25,21.941964,21.941973,0.000453,0.001047
3759.89,21.952956,21.952966,0.000453,0.001047
3761.52,21.963948,21.963958,0.000453,0.001046
3763.15,21.974939,21.974949,0.000453,0.001046
3764.79,21.98593,21.985939,0.000452,0.001045
3766.42,21.99692,21.996929,0.000452,0.001045
3768.06,22.007909,22.007919,0.000452,0.001044
3769.69,22.018898,22.018907,0.000452,0.001044
3771.32,22.029886,22.029895,0.000451,0.001043
3772.96,22.040873,22.040883,0.000451,0.001043
3774.59,22.05186,22.05187,0.000451,0.001042
3776.23,22.062846,22.062856,0.000451,0.001042
3777.86,22.073832,22.073841,0.00045,0.001041
3779.49,22.084817,22.084826,0.00045,0.001041
3781.13,22.095801,22.095811,0.00045,0.00104
3782.76,22.106785,22.106794,0.00045,0.00104
3784.39,22.117768,22.117777,0.00045,0.001039
3786.03,22.12875,22.12876,0.000449,0.001039
3787.66,22.139732,22.139742,0.000449,0.001038
3789.3,22.150713,22.150723,0.000449,0.001038
3790.93,22.161694,22.161704,0.000449,0.001037
3792.56,22.172674,22.172684,0.000448,0.001037
3794.2,22.183653,22.183663,0.000448,0.001036
3795.83,22.194632,22.194642,0.000448,0.001035
3797.47,22.20561,22.20562,0.000448,0.001035
3799.1,22.216588,22.216597,0.000448,0.001034
3800.73,22.227565,22.227574,0.000447,0.001034
3802.37,22.238541,22.238551,0.000447,0.001033
3804.0,22.249517,22.249526,0.000447,0.001033
3805.64,22.260492,22.260501,0.000447,0.001032
3807.27,22.271466,22.271476,0.000446,0.001032
3808.9,22.28244,22.28245,0.000446,0.001031
3810.54,22.293413,22.293423,0.000446,0.001031
3812.17,22.304386,22.304396,0.000446,0.00103
3813.8,22.315358,22.315368,0.000446,0.00103
3815.44,22.32633,22.326339,0.000445,0.001029
3817.07,22.3373,22.33731,0.000445,0.001029
3818.71,22.348271,22.34828,0.000445,0.001028
3820.34,22.35924,22.35925,0.000445,0.001028
3821.97,22.370209,22.370219,0.000445,0.001027
3823.61,22.381178,22.381187,0.000444,0.001027
3825.24,22.392146,22.392155,0.000444,0.001026
3826.88,22.403113,22.403123,0.000444,0.001026
3828.51,22.41408,22.414089,0.000444,0.001025
3830.14,22.425046,22.425055,0.000443,0.001025
3831.78,22.436011,22.436021,0.000443,0.001024
3833.41,22.446976,22.446985,0.000443,0.001024
3835.05,22.45794,22.45795,0.000443,0.001023
3836.68,22.468904,22.468913,0.000443,0.001023
3838.31,22.479867,22.479876,0.000442,0.001022
3839.95,22.490829,22.490839,0.000442,0.001022
3841.58,22.501791,22.501801,0.000442,0.001021
3843.21,22.512753,22.512762,0.000442,0.001021
3844.85,22.523713,22.523723,0.000441,0.00102
3846.48,22.534673,22.534683,0.000441,0.00102
3848.12,22.545633,22.545642,0.000441,0.001019
3849.75,22.556592,22.556601,0.000441,0.001019
3851.38,22.56755,22.56756,0.000441,0.001018
3853.02,22.578508,22.578517,0.00044,0.001018
3854.65,22.589465,22.589475,0.00044,0.001017
3856.29,22.600422,22.600431,0.00044,0.001017
3857.92,22.611378,22.611387,0.00044,0.001016
3859.55,22.622333,22.622343,0.00044,0.001016
3861.19,22.633288,22.633297,0.000439,0.001015
3862.82,22.644242,22.644252,0.000439,0.001015
3864.45,22.655196,22.655205,0.000439,0.001014
3866.09,22.666149,22.666158,0.000439,0.001014
3867.72,22.677101,22.677111,0.000439,0.001013
3869.36,22.688053,22.688063,0.000438,0.001013
3870.99,22.699005,22.699014,0.000438,0.001012
3872.62,22.709956,22.709965,0.000438,0.001012
3874.26,22.720906,22.720915,0.000438,0.001011
3875.89,22.731855,22.731865,0.000437,0.001011
3877.53,22.742804,22.742814,0.000437,0.001011
3879.16,22.753753,22.753762,0.000437,0.00101
3880.79,22.764701,22.76471,0.000437,0.00101
3882.43,22.775648,22.775657,0.000437,0.001009
3884.06,22.786595,22.786604,0.000436,0.001009
3885.7,22.797541,22.79755,0.000436,0.001008
3887.33,22.808487,22.808496,0.000436,0.001008
3888.96,22.819432,22.819441,0.000436,0.001007
3890.6,22.830376,22.830385,0.000436,0.001007
3892.23,22.84132,22.841329,0.000435,0.001006
3893.86,22.852263,22.852273,0.000435,0.001006
3895.5,22.863206,22.863215,0.000435,0.001005
3897.13,22.874148,22.874158,0.000435,0.001005
3898.77,22.88509,22.885099,0.000435,0.001004
3900.4,22.896031,22.89604,0.000434,0.001004
3902.03,22.906971,22.906981,0.000434,0.001003
3903.67,22.917911,22.917921,0.000434,0.001003
3905.3,22.928851,22.92886,0.000434,0.001002
3906.94,22.939789,22.939799,0.000433,0.001002
3908.57,22.950728,22.950737,0.000433,0.001001
3910.2,22.961665,22.961675,0.000433,0.001001
3911.84,22.972602,22.972612,0.000433,0.001
3913.47,22.983539,22.983548,0.000433,0.001
3915.11,22.994475,22.994484,0.000432,0.000999
3916.74,23.00541,23.00542,0.000432,0.000999
3918.37,23.016345,23.016355,0.000432,0.000999
3920.01,23.02728,23.027289,0.000432,0.000998
3921.64,23.038213,23.038223,0.000432,0.000998
3923.27,23.049146,23.049156,0.000431,0.000997
3924.91,23.060079,23.060088,0.000431,0.000997
3926.54,23.071011,23.071021,0.000431,0.000996
3928.18,23.081943,23.081952,0.000431,0.000996
3929.81,23.092874,23.092883,0.000431,0.000995
3931.44,23.103804,23.103813,0.00043,0.000995
3933.08,23.114734,23.114743,0.00043,0.000994
3934.71,23.125663,23.125673,0.00043,0.000994
3936.35,23.136592,23.136601,0.00043,0.000993
3937.98,23.14752,23.14753,0.00043,0.000993
3939.61,23.158448,23.158457,0.000429,0.000992
3941.25,23.169375,23.169384,0.000429,0.000992
3942.88,23.180302,23.180311,0.000429,0.000991
3944.51,23.191228,23.191237,0.000429,0.000991
3946.15,23.202153,23.202163,0.000429,0.000991
3947.78,23.213078,23.213087,0.000428,0.00099
3949.42,23.224003,23.224012,0.000428,0.00099
3951.05,23.234926,23.234936,0.000428,0.000989
3952.68,23.24585,23.245859,0.000428,0.000989
3954.32,23.256773,23.256782,0.000428,0.000988
3955.95,23.267695,23.267704,0.000427,0.000988
3957.59,23.278616,23.278626,0.000427,0.000987
3959.22,23.289538,23.289547,0.000427,0.000987
3960.85,23.300458,23.300467,0.000427,0.000986
3962.49,23.311378,23.311387,0.000427,0.000986
3964.12,23.322298,23.322307,0.000426,0.000985
3965.76,23.333217,23.333226,0.000426,0.000985
3967.39,23.344135,23.344144,0.000426,0.000984
3969.02,23.355053,23.355062,0.000426,0.000984
3970.66,23.36597,23.36598,0.000426,0.000984
3972.29,23.376887,23.376896,0.000425,0.000983
3973.92,23.387804,23.387813,0.000425,0.000983
3975.56,23.398719,23.398728,0.000425,0.000982
3977.19,23.409634,23.409644,0.000425,0.000982
3978.83,23.420549,23.420558,0.000425,0.000981
3980.46,23.431463,23.431473,0.000424,0.000981
3982.09,23.442377,23.442386,0.000424,0.00098
3983.73,23.45329,23.453299,0.000424,0.00098
3985.36,23.464203,23.464212,0.000424,0.000979
3987.0,23.475115,23.475124,0.000424,0.000979
3988.63,23.486026,23.486035,0.000423,0.000979
3990.26,23.496937,23.496946,0.000423,0.000978
3991.9,23.507848,23.507857,0.000423,0.000978
3993.53,23.518758,23.518767,0.000423,0.000977
3995.17,23.529667,23.529676,0.000423,0.000977
3996.8,23.540576,23.540585,0.000422,0.000976
3998.43,23.551484,23.551493,0.000422,0.000976
4000.07,23.562392,23.562401,0.000422,0.000975
4001.7,23.573299,23.573308,0.000422,0.000975
4003.33,23.584206,23.584215,0.000422,0.000974
4004.97,23.595112,23.595121,0.000421,0.000974
4006.6,23.606018,23.606027,0.000421,0.000974
4008.24,23.616923,23.616932,0.000421,0.000973
4009.87,23.627828,23.627837,0.000421,0.000973
4011.5,23.638732,23.638741,0.000421,0.000972
4013.14,23.649636,23.649645,0.00042,0.000972
4014.77,23.660539,23.660548,0.00042,0.000971
4016.41,23.671441,23.671451,0.00042,0.000971
4018.04,23.682344,23.682353,0.00042,0.00097
4019.67,23.693245,23.693254,0.00042,0.00097
4021.31,23.704146,23.704155,0.00042,0.00097
4022.94,23.715047,23.715056,0.000419,0.000969
4024.57,23.725947,23.725956,0.000419,0.000969
4026.21,23.736846,23.736855,0.000419,0.000968
4027.84,23.747745,23.747754,0.000419,0.000968
4029.48,23.758644,23.758653,0.000419,0.000967
4031.11,23.769542,23.769551,0.000418,0.000967
4032.74,23.780439,23.780448,0.000418,0.000966
4034.38,23.791336,23.791345,0.000418,0.000966
4036.01,23.802233,23.802242,0.000418,0.000966
4037.65,23.813128,23.813137,0.000418,0.000965
4039.28,23.824024,23.824033,0.000417,0.000965
4040.91,23.834919,23.834928,0.000417,0.000964
4042.55,23.845813,23.845822,0.000417,0.000964
4044.18,23.856707,23.856716,0.000417,0.000963
4045.82,23.8676,23.867609,0.000417,0.000963
4047.45,23.878493,23.878502,0.000416,0.000962
4049.08,23.889386,23.889395,0.000416,0.000962
4050.72,23.900278,23.900287,0.000416,0.000962
4052.35,23.911169,23.911178,0.000416,0.000961
4053.98,23.92206,23.922069,0.000416,0.000961
4055.62,23.93295,23.932959,0.000415,0.00096
4057.25,23.94384,23.943849,0.000415,0.00096
4058.89,23.954729,23.954738,0.000415,0.000959
4060.52,23.965618,23.965627,0.000415,0.000959
4062.15,23.976507,23.976515,0.000415,0.000959
4063.79,23.987394,23.987403,0.000415,0.000958
4065.42,23.998282,23.998291,0.000414,0.000958
4067.06,24.009169,24.009178,0.000414,0.000957
4068.69,24.020055,24.020064,0.000414,0.000957
4070.32,24.030941,24.03095,0.000414,0.000956
4071.96,24.041826,24.041835,0.000414,0.000956
4073.59,24.052711,24.05272,0.000413,0.000955
4075.23,24.063595,24.063604,0.000413,0.000955
4076.86,24.074479,24.074488,0.000413,0.000955
4078.49,24.085363,24.085371,0.000413,0.000954
4080.13,24.096245,24.096254,0.000413,0.000954
4081.76,24.107128,24.107137,0.000412,0.000953
4083.39,24.11801,24.118019,0.000412,0.000953
4085.03,24.128891,24.1289,0.000412,0.000952
4086.66,24.139772,24.139781,0.000412,0.000952
4088.3,24.150652,24.150661,0.000412,0.000952
4089.93,24.161532,24.161541,0.000412,0.000951
4091.56,24.172412,24.172421,0.000411,0.000951
4093.2,24.183291,24.1833,0.000411,0.00095
4094.83,24.194169,24.194178,0.000411,0.00095
4096.47,24.205047,24.205056,0.000411,0.000949
4098.1,24.215925,24.215933,0.000411,0.000949
4099.73,24.226802,24.22681,0.00041,0.000949
4101.37,24.237678,24.237687,0.00041,0.000948
4103.0,24.248554,24.248563,0.00041,0.000948
4104.63,24.25943,24.259438,0.00041,0.000947
4106.27,24.270305,24.270313,0.00041,0.000947
4107.9,24.281179,24.281188,0.00041,0.000946
4109.54,24.292053,24.292062,0.000409,0.000946
4111.17,24.302927,24.302936,0.000409,0.000946
4112.8,24.3138,24.313809,0.000409,0.000945
4114.44,24.324673,24.324681,0.000409,0.000945
4116.07,24.335545,24.335554,0.000409,0.000944
4117.71,24.346416,24.346425,0.000408,0.000944
4119.34,24.357288,24.357296,0.000408,0.000944
4120.97,24.368158,24.368167,0.000408,0.000943
4122.61,24.379029,24.379037,0.000408,0.000943
4124.24,24.389898,24.389907,0.000408,0.000942
4125.88,24.400768,24.400776,0.000408,0.000942
4127.51,24.411636,24.411645,0.000407,0.000941
4129.14,24.422505,24.422513,0.000407,0.000941
4130.78,24.433372,24.433381,0.000407,0.000941
4132.41,24.44424,24.444249,0.000407,0.00094
4134.04,24.455107,24.455115,0.000407,0.00094
4135.68,24.465973,24.465982,0.000406,0.000939
4137.31,24.476839,24.476848,0.000406,0.000939
4138.95,24.487704,24.487713,0.000406,0.000939
4140.58,24.498569,24.498578,0.000406,0.000938
4142.21,24.509434,24.509443,0.000406,0.000938
4143.85,24.520298,24.520307,0.000406,0.000937
4145.48,24.531162,24.53117,0.000405,0.000937
4147.12,24.542025,24.542033,0.000405,0.000936
4148.75,24.552887,24.552896,0.000405,0.000936
4150.38,24.563749,24.563758,0.000405,0.000936
4152.02,24.574611,24.57462,0.000405,0.000935
4153.65,24.585472,24.585481,0.000404,0.000935
4155.29,24.596333,24.596342,0.000404,0.000934
4156.92,24.607193,24.607202,0.000404,0.000934
4158.55,24.618053,24.618062,0.000404,0.000934
4160.19,24.628913,24.628921,0.000404,0.000933
4161.82,24.639772,24.63978,0.000404,0.000933
4163.45,24.65063,24.650639,0.000403,0.000932
4165.09,24.661488,24.661497,0.000403,0.000932
4166.72,24.672345,24.672354,0.000403,0.000931
4168.36,24.683202,24.683211,0.000403,0.000931
4169.99,24.694059,24.694068,0.000403,0.000931
4171.62,24.704915,24.704924,0.000403,0.00093
4173.26,24.715771,24.715779,0.000402,0.00093
4174.89,24.726626,24.726635,0.000402,0.000929
4176.53,24.737481,24.737489,0.000402,0.000929
4178.16,24.748335,24.748344,0.000402,0.000929
4179.79,24.759189,24.759197,0.000402,0.000928
4181.43,24.770042,24.770051,0.000401,0.000928
4183.06,24.780895,24.780904,0.000401,0.000927
4184.69,24.791747,24.791756,0.000401,0.000927
4186.33,24.802599,24.802608,0.000401,0.000927
4187.96,24.813451,24.813459,0.000401,0.000926
4189.6,24.824302,24.82431,0.000401,0.000926
4191.23,24.835152,24.835161,0.0004,0.000925
4192.86,24.846003,24.846011,0.0004,0.000925
4194.5,24.856852,24.856861,0.0004,0.000925
4196.13,24.867701,24.86771,0.0004,0.000924
4197.77,24.87855,24.878559,0.0004,0.000924
4199.4,24.889399,24.889407,0.0004,0.000923
4201.03,24.900246,24.900255,0.000399,0.000923
4202.67,24.911094,24.911102,0.000399,0.000923
4204.3,24.921941,24.921949,0.000399,0.000922
4205.94,24.932787,24.932796,0.000399,0.000922
4207.57,24.943633,24.943642,0.000399,0.000921
4209.2,24.954479,24.954488,0.000398,0.000921
4210.84,24.965324,24.965333,0.000398,0.000921
4212.47,24.976169,24.976177,0.000398,0.00092
4214.1,24.987013,24.987022,0.000398,0.00092
4215.74,24.997857,24.997866,0.000398,0.000919
4217.37,25.0087,25.008709,0.000398,0.000919
4219.01,25.019543,25.019552,0.000397,0.000919
4220.64,25.030386,25.030394,0.000397,0.000918
4222.27,25.041228,25.041236,0.000397,0.000918
4223.91,25.052069,25.052078,0.000397,0.000917
4225.54,25.06291,25.062919,0.000397,0.000917
4227.18,25.073751,25.07376,0.000397,0.000917
4228.81,25.084591,25.0846,0.000396,0.000916
4230.44,25.095431,25.09544,0.000396,0.000916
4232.08,25.106271,25.106279,0.000396,0.000915
4233.71,25.117109,25.117118,0.000396,0.000915
4235.35,25.127948,25.127956,0.000396,0.000915
4236.98,25.138786,25.138795,0.000396,0.000914
4238.61,25.149624,25.149632,0.000395,0.000914
4240.25,25.160461,25.160469,0.000395,0.000913
4241.88,25.171297,25.171306,0.000395,0.000913
4243.51,25.182134,25.182142,0.000395,0.000913
4245.15,25.19297,25.192978,0.000395,0.000912
4246.78,25.203805,25.203813,0.000395,0.000912
4248.42,25.21464,25.214648,0.000394,0.000911
4250.05,25.225474,25.225483,0.000394,0.000911
4251.68,25.236308,25.236317,0.000394,0.000911
4253.32,25.247142,25.247151,0.000394,0.00091
4254.95,25.257975,25.257984,0.000394,0.00091
4256.59,25.268808,25.268817,0.000394,0.00091
4258.22,25.27964,25.279649,0.000393,0.000909
4259.85,25.290472,25.290481,0.000393,0.000909
4261.49,25.301304,25.301312,0.000393,0.000908
4263.12,25.312135,25.312143,0.000393,0.000908
4264.75,25.322965,25.322974,0.000393,0.000908
4266.39,25.333796,25.333804,0.000393,0.000907
4268.02,25.344625,25.344634,0.000392,0.000907
4269.66,25.355455,25.355463,0.000392,0.000906
4271.29,25.366284,25.366292,0.000392,0.000906
4272.92,25.377112,25.37712,0.000392,0.000906
4274.56,25.38794,25.387949,0.000392,0.000905
4276.19,25.398768,25.398776,0.000392,0.000905
4277.83,25.409595,25.409603,0.000391,0.000904
4279.46,25.420422,25.42043,0.000391,0.000904
4281.09,25.431248,25.431256,0.000391,0.000904
4282.73,25.442074,25.442082,0.000391,0.000903
4284.36,25.452899,25.452908,0.000391,0.000903
4286.0,25.463724,25.463733,0.000391,0.000903
4287.63,25.474549,25.474557,0.00039,0.000902
4289.26,25.485373,25.485381,0.00039,0.000902
4290.9,25.496197,25.496205,0.00039,0.000901
4292.53,25.50702,25.507028,0.00039,0.000901
4294.16,25.517843,25.517851,0.00039,0.000901
4295.8,25.528665,25.528674,0.00039,0.0009
4297.43,25.539487,25.539496,0.000389,0.0009
4299.07,25.550309,25.550317,0.000389,0.000899
4300.7,25.56113,25.561139,0.000389,0.000899
4302.33,25.571951,25.571959,0.000389,0.000899
4303.97,25.582771,25.58278,0.000389,0.000898
4305.6,25.593591,25.5936,0.000389,0.000898
4307.24,25.604411,25.604419,0.000388,0.000898
4308.87,25.61523,25.615238,0.000388,0.000897
4310.5,25.626049,25.626057,0.000388,0.000897
4312.14,25.636867,25.636875,0.000388,0.000896
4313.77,25.647685,25.647693,0.000388,0.000896
4315.41,25.658502,25.658511,0.000388,0.000896
4317.04,25.669319,25.669328,0.000387,0.000895
4318.67,25.680136,25.680144,0.000387,0.000895
4320.31,25.690952,25.69096,0.000387,0.000895
4321.94,25.701768,25.701776,0.000387,0.000894
4323.57,25.712583,25.712591,0.000387,0.000894
4325.21,25.723398,25.723406,0.000387,0.000893
4326.84,25.734212,25.734221,0.000386,0.000893
4328.48,25.745027,25.745035,0.000386,0.000893
4330.11,25.75584,25.755849,0.000386,0.000892
4331.74,25.766654,25.766662,0.000386,0.000892
4333.38,25.777466,25.777475,0.000386,0.000892
4335.01,25.788279,25.788287,0.000386,0.000891
4336.65,25.799091,25.799099,0.000385,0.000891
4338.28,25.809903,25.809911,0.000385,0.00089
4339.91,25.820714,25.820722,0.000385,0.00089
4341.55,25.831525,25.831533,0.000385,0.00089
4343.18,25.842335,25.842343,0.000385,0.000889
4344.81,25.853145,25.853153,0.000385,0.000889
4346.45,25.863954,25.863963,0.000384,0.000889
4348.08,25.874764,25.874772,0.000384,0.000888
4349.72,25.885572,25.885581,0.000384,0.000888
4351.35,25.896381,25.896389,0.000384,0.000887
4352.98,25.907189,25.907197,0.000384,0.000887
4354.62,25.917996,25.918005,0.000384,0.000887
4356.25,25.928803,25.928812,0.000384,0.000886
4357.89,25.93961,25.939618,0.000383,0.000886
4359.52,25.950416,25.950425,0.000383,0.000886
4361.15,25.961222,25.961231,0.000383,0.000885
4362.79,25.972028,25.972036,0.000383,0.000885
4364.42,25.982833,25.982841,0.000383,0.000885
4366.06,25.993638,25.993646,0.000383,0.000884
4367.69,26.004442,26.00445,0.000382,0.000884
4369.32,26.015246,26.015254,0.000382,0.000883
4370.96,26.026049,26.026058,0.000382,0.000883
4372.59,26.036852,26.036861,0.000382,0.000883
4374.22,26.047655,26.047663,0.000382,0.000882
4375.86,26.058457,26.058466,0.000382,0.000882
4377.49,26.069259,26.069268,0.000381,0.000882
4379.13,26.080061,26.080069,0.000381,0.000881
4380.76,26.090862,26.09087,0.000381,0.000881
4382.39,26.101663,26.101671,0.000381,0.00088
4384.03,26.112463,26.112471,0.000381,0.00088
4385.66,26.123263,26.123271,0.000381,0.00088
4387.3,26.134062,26.13407,0.00038,0.000879
4388.93,26.144861,26.14487,0.00038,0.000879
4390.56,26.15566,26.155668,0.00038,0.000879
4392.2,26.166458,26.166467,0.00038,0.000878
4393.83,26.177256,26.177264,0.00038,0.000878
4395.47,26.188054,26.188062,0.00038,0.000878
4397.1,26.198851,26.198859,0.00038,0.000877
4398.73,26.209648,26.209656,0.000379,0.000877
4400.37,26.220444,26.220452,0.000379,0.000876
4402.0,26.23124,26.231248,0.000379,0.000876
4403.63,26.242035,26.242044,0.000379,0.000876
4405.27,26.252831,26.252839,0.000379,0.000875
4406.9,26.263625,26.263634,0.000379,0.000875
4408.54,26.27442,26.274428,0.000378,0.000875
4410.17,26.285214,26.285222,0.000378,0.000874
4411.8,26.296007,26.296015,0.000378,0.000874
4413.44,26.306801,26.306809,0.000378,0.000874
4415.07,26.317593,26.317601,0.000378,0.000873
4416.71,26.328386,26.328394,0.000378,0.000873
4418.34,26.339178,26.339186,0.000378,0.000873
4419.97,26.349969,26.349978,0.000377,0.000872
4421.61,26.360761,26.360769,0.000377,0.000872
4423.24,26.371552,26.37156,0.000377,0.000871
4424.87,26.382342,26.38235,0.000377,0.000871
4426.51,26.393132,26.39314,0.000377,0.000871
4428.14,26.403922,26.40393,0.000377,0.00087
4429.78,26.414711,26.414719,0.000376,0.00087
4431.41,26.4255,26.425508,0.000376,0.00087
4433.04,26.436289,26.436297,0.000376,0.000869
4434.68,26.447077,26.447085,0.000376,0.000869
4436.31,26.457864,26.457873,0.000376,0.000869
4437.95,26.468652,26.46866,0.000376,0.000868
4439.58,26.479439,26.479447,0.000376,0.000868
4441.21,26.490225,26.490234,0.000375,0.000868
4442.85,26.501012,26.50102,0.000375,0.000867
4444.48,26.511798,26.511806,0.000375,0.000867
4446.12,26.522583,26.522591,0.000375,0.000867
4447.75,26.533368,26.533376,0.000375,0.000866
4449.38,26.544153,26.544161,0.000375,0.000866
4451.02,26.554937,26.554945,0.000374,0.000865
4452.65,26.565721,26.565729,0.000374,0.000865
4454.28,26.576505,26.576513,0.000374,0.000865
4455.92,26.587288,26.587296,0.000374,0.000864
4457.55,26.598071,26.598079,0.000374,0.000864
4459.19,26.608853,26.608861,0.000374,0.000864
4460.82,26.619635,26.619643,0.000374,0.000863
4462.45,26.630417,26.630425,0.000373,0.000863
4464.09,26.641198,26.641206,0.000373,0.000863
4465.72,26.651979,26.651987,0.000373,0.000862
4467.36,26.66276,26.662768,0.000373,0.000862
4468.99,26.67354,26.673548,0.000373,0.000862
4470.62,26.68432,26.684328,0.000373,0.000861
4472.26,26.695099,26.695107,0.000373,0.000861
4473.89,26.705878,26.705886,0.000372,0.000861
